time,latitude,longitude,depth,mag,net,id
9700,38.80883408,-122.8186646,2.980000019,1.51,nc,nc75018432
9680,38.81833267,-122.8248367,3.099999905,0.75,nc,nc75018422
9660,38.81416702,-122.8231659,2.519999981,1.11,nc,nc75018417
9640,38.81483459,-122.8236694,3.420000076,0.74,nc,nc75018412
9620,38.80450058,-122.8181686,2.789999962,1.32,nc,nc75018402
9600,38.80400085,-122.8215027,2.619999886,1.09,nc,nc75018392
9580,38.8073349,-122.8209991,2.319999933,0.75,nc,nc75018387
9560,19.39949989,-155.2621613,2.150000095,2.32,hv,hv74268676
9540,38.81183243,-122.8288345,1.879999995,0.4,nc,nc75018372
9520,38.81116486,-122.8160019,1.470000029,1.42,nc,nc75018367
9500,38.80799866,-122.8208313,3.160000086,0.87,nc,nc75018362
9480,38.80683517,-122.8308334,1.029999971,0.59,nc,nc75018357
9460,38.80649948,-122.8195038,2.210000038,0.7,nc,nc75018352
9440,19.41233253,-155.2315063,-1.019999981,1.86000001,hv,hv74268661
9420,38.80233383,-122.8125,0.639999986,1.08,nc,nc75018337
9400,38.80116653,-122.8420029,1.909999967,1.07,nc,nc75018332
9380,38.81600189,-122.8238297,2.029999971,1.31,nc,nc75018317
9360,38.81866837,-122.8255005,3.140000105,0.3,nc,nc75018307
9340,38.80649948,-122.8201675,3.099999905,1.2,nc,nc75018297
9320,38.85533524,-122.815834,1.480000019,0.64,nc,nc75018292
9300,-20.5368,-178.1737,539.113,4.7,us,us7000mr8e
9280,38.8105011,-122.8249969,2.940000057,1.5,nc,nc75018287
9260,38.80833435,-122.8286667,2.190000057,1.56,nc,nc75018282
9240,38.81283188,-122.8286667,2.160000086,0.74,nc,nc75018277
9220,38.80500031,-122.8249969,3.49000001,0.77,nc,nc75018272
9200,38.81349945,-122.822998,3.220000029,1.08,nc,nc75018267
9180,38.80899811,-122.8178329,0.730000019,1.07,nc,nc75018262
9160,38.80266571,-122.8138351,0.5,0.74,nc,nc75018257
9140,19.39933395,-155.2599945,0.419999987,1.7,hv,hv74268631
9120,38.81583405,-122.819664,1.279999971,1.52,nc,nc75018242
9100,38.82983398,-122.8154984,10.28999996,0.94,nc,nc75018237
9080,38.81750107,-122.8263321,2.640000105,0.69,nc,nc75018227
9060,38.81216812,-122.8256683,3.50999999,0.27,nc,nc75018217
9040,38.80533218,-122.807663,1.210000038,1.37,nc,nc75018212
9020,38.80833435,-122.8281631,3.160000086,1.7,nc,nc75018207
9000,38.80016708,-122.8264999,2.029999971,0.8,nc,nc75018202
8980,38.78900146,-122.819664,5.380000114,0.82,nc,nc75018192
8960,38.83000183,-122.8538361,1.960000038,0.61,nc,nc75018187
8940,38.82699966,-122.8291702,2.230000019,0.63,nc,nc75018177
8920,38.80699921,-122.8233337,2.079999924,0.48,nc,nc75018162
8900,38.80016708,-122.8151703,1.360000014,1.12,nc,nc75018157
8880,38.80416489,-122.809166,0.800000012,0.94,nc,nc75018142
8860,38.81666565,-122.8238297,2.349999905,1.14,nc,nc75018132
8840,38.81100082,-122.8261642,2.910000086,1.35,nc,nc75018127
8820,38.80483246,-122.8233337,2.99000001,1.31,nc,nc75018122
8800,38.81700134,-122.8216629,2.460000038,1.08,nc,nc75018112
8780,38.81216812,-122.8121643,0.5,1.08,nc,nc75018097
8760,38.80483246,-122.8056641,0.389999986,1.91,nc,nc75018092
8740,38.82933426,-122.8255005,4.150000095,0.83,nc,nc75018087
8720,38.81850052,-122.8216629,2.5,1.01,nc,nc75018082
8700,38.80183411,-122.8121643,0.800000012,1.81,nc,nc75018077
8680,38.8030014,-122.8103333,0.400000006,1.79,nc,nc75018072
8660,38.80883408,-122.8209991,2.559999943,0.53,nc,nc75018062
8640,38.80433273,-122.8161697,1.049999952,0.85,nc,nc75018057
8620,38.82516479,-122.767334,0.389999986,1.39,nc,nc75018042
8600,38.80699921,-122.8328323,2.710000038,0.94,nc,nc75018037
8580,38.80583191,-122.8170013,2.769999981,0.93,nc,nc75018032
8560,38.82416534,-122.793663,0.219999999,1.95,nc,nc75018017
8540,38.79216766,-122.8320007,1.649999976,1.11,nc,nc75018012
8520,-19.5502,-177.6892,404.065,4.4,us,us7000mr8d
8500,38.80333328,-122.8126678,1.610000014,0.95,nc,nc75017997
8480,31.717,-104.271,7.5867,2.6,tx,tx2024lfzv
8460,38.80950165,-122.8276672,2.890000105,1.56,nc,nc75017992
8440,38.80133438,-122.8303299,1.649999976,1.64,nc,nc75017987
8420,38.79283524,-122.8246689,1.039999962,0.81,nc,nc75017977
8400,38.82183456,-122.7710037,1.090000033,1.76,nc,nc75017967
8380,38.81733322,-122.8195038,0.310000002,1.53,nc,nc75017962
8360,38.80683517,-122.8103333,0,1.66,nc,nc75017957
8340,38.80849838,-122.8233337,2.970000029,1.7,nc,nc75017952
8320,45.368,-121.7011667,1.17,1.14,uw,uw62005242
8300,38.80266667,-122.8213333,0.47,2.86,nc,nc75017947
8280,38.814,-122.8218333,3.55,4.48,nc,nc75017972
8260,59.9787,-152.4416,84.1,1.2,ak,ak0247cxhoac
8240,33.6286667,-116.6861667,14.31,0.64,ci,ci40617583
8220,34.4701667,-117.9675,7.72,1.9,ci,ci40617575
8200,38.77083206,-122.9846649,2.440000057,1.26,nc,nc75017942
8180,46.19933333,-122.187,0.45,0.49,uw,uw62005232
8160,38.83850098,-122.8389969,1.789999962,1.09,nc,nc75017937
8140,61.5596,-151.2923,18.2,2,ak,ak0247cxbnv0
8120,38.81483459,-122.7959976,2.619999886,0.8,nc,nc75017927
8100,46.19233333,-122.19,5.28,0.1,uw,uw62005222
8080,38.83050156,-122.8111649,1.5,0.3,nc,nc75017922
8060,53.93033333,-166.6808333,3.58,0.25,av,av93156091
8040,46.9585,-112.5598333,12.51,0.99,mb,mb90054343
8020,53.8875,-166.9236667,6.48,0.2,av,av93156066
8000,34.6063333,-116.6273333,3.24,1.39,ci,ci40617551
7980,55.9896,-157.3037,16.7,2.9,ak,ak0247cwtpd4
7960,17.94666667,-66.80933333,11.11,2.28,pr,pr71451813
7940,19.0305,-65.55,18.66,2.98,pr,pr71451808
7920,27.8279,75.3246,8.538,4,us,us7000mr80
7900,38.83366776,-122.8775024,2.630000114,0.37,nc,nc75017917
7880,63.3989,-145.3181,13.2,1.9,ak,ak0247cwsbxj
7860,19.38183403,-155.2404938,2.089999914,1.84,hv,hv74268501
7840,36.1341667,-118.004,1.59,0.8,ci,ci40617543
7820,64.4871,-146.9195,0,1.4,ak,ak0247cwpmxw
7800,63.0928,-151.3412,0.2,1.8,ak,ak0247cwgf8y
7780,35.9613,-114.7523,0,0.9,nn,nn00878850
7760,51.891,179.607,8.88,0.64,av,av93156026
7740,38.83866501,-122.824501,1.799999952,0.92,nc,nc75017897
7720,38.83816528,-122.8235016,2.029999971,1.48,nc,nc75017892
7700,63.1029,-151.553,0.1,2.4,ak,ak0247cwb78a
7680,29.8801,51.7485,16.348,4.3,us,us7000mr7r
7660,61.9705,-150.7911,62.9,1.2,ak,ak0247cwal1t
7640,63.0897,-151.3541,0,1.4,ak,ak0247cw6jus
7620,65.9938,-151.4969,0,1.6,ak,ak0247cw3z1k
7600,38.81800079,-122.8116684,2.559999943,0.79,nc,nc75017862
7580,32.5738,-104.6701,0.494,2.7,us,us7000mr7i
7560,38.81866837,-122.8219986,2.210000038,0.75,nc,nc75017857
7540,-18.4613,-173.7515,40.958,4.8,us,us7000mr7j
7520,19.40016747,-155.2689972,0.49000001,1.7,hv,hv74268366
7500,38.81616592,-122.8119965,2.769999981,0.78,nc,nc75017847
7480,61.4627,-147.8158,19.9,2,ak,ak0247cvrajx
7460,38.82116699,-122.8125,2.680000067,0.75,nc,nc75017837
7440,38.82016754,-122.8259964,2.400000095,0.95,nc,nc75017832
7420,31.657,-104.371,4.7318,1.5,tx,tx2024lftl
7400,34.1315,-119.2078333,15.89,1.37,ci,ci40617487
7380,17.94683333,-66.93683333,15.33,2.62,pr,pr71451793
7360,38.83983231,-122.8116684,2.24000001,0.27,nc,nc75017822
7340,31.663,-104.196,4.0404,1.6,tx,tx2024lfsy
7320,64.4697,-146.9766,9.7,0.8,ak,ak0247cvjkbs
7300,31.659,-104.375,8.1055,2.1,tx,tx2024lfss
7280,31.667,-104.376,6.9714,2.5,tx,tx2024lfsn
7260,31.667,-104.371,5.741,2.4,tx,tx2024lfsg
7240,38.81600189,-122.8268356,1.600000024,0.77,nc,nc75017807
7220,38.81783295,-122.8206635,2.029999971,2.08,nc,nc75017802
7200,32.376,-102.106,6.5674,2.2,tx,tx2024lfrq
7180,33.0285,-115.6023333,2.06,0.96,ci,ci40617455
7160,58.3214,-155.8853,11.8,1.2,ak,ak0247cv2ggq
7140,38.81949997,-122.7639999,2.059999943,0.74,nc,nc75017792
7120,38.81949997,-122.7638321,1.970000029,1.09,nc,nc75017787
7100,63.0711,-151.3691,0,1.3,ak,ak0247cv1buu
7080,17.93366667,-66.9435,13.95,1.7,pr,pr71451788
7060,61.9679,-150.8441,71.1,1.4,ak,ak0247cv043o
7040,31.531,-104.148,5.741,1.7,tx,tx2024lfre
7020,52.01733333,-176.1721667,2.92,0.79,av,av93011169
7000,52.7065,-169.8631667,-0.44,1.16,av,av93155886
6980,63.0776,-151.3661,0,1.6,ak,ak0247cunxgc
6960,46.20483333,-122.191,1.95,0.47,uw,uw62005177
6940,33.2405,-116.2315,8.86,0.93,ci,ci40617447
6920,63.5322,-149.9742,8,1.2,ak,ak0247cuk1vu
6900,38.81833267,-122.7963333,2.519999981,0.77,nc,nc75017762
6880,33.7051667,-116.7183333,17.93,0.53,ci,ci40617439
6860,33.0401667,-115.6071667,3.79,1.68,ci,ci40617431
6840,62.7961,-151.0419,84,1.9,ak,ak0247cuhnfx
6820,38.83066559,-122.8008347,1.629999995,1.36,nc,nc75017757
6800,58.9689,-154.516,118.3,2,ak,ak0247cug55i
6780,63.0804,-151.5397,0,1.8,ak,ak0247cufhbk
6760,33.7081667,-116.8086667,15.73,0.68,ci,ci40617415
6740,33.1718333,-116.584,13.74,0.84,ci,ci40617407
6720,33.7045,-116.8081667,15.48,0.58,ci,ci40617399
6700,40.3136673,-124.4424973,14.07999992,2.05,nc,nc75017752
6680,40.6777,-74.7653,7.142,1.7,us,us7000mr9h
6660,33.1701667,-116.594,12.54,1.79,ci,ci40617383
6640,63.0735,-151.3719,0,1.3,ak,ak0247ctx9y0
6620,63.0893,-151.4663,3.7,1.8,ak,ak0247ctwng7
6600,63.0951,-151.5445,0,1.8,ak,ak0247ctwgcb
6580,33.6406667,-116.7173333,13.55,0.85,ci,ci40617375
6560,31.67,-104.191,5.6384,2,tx,tx2024lfne
6540,6.6383,123.7415,10.313,4.8,us,us7000mr6i
6520,63.0832,-151.4794,10.3,1.4,ak,ak0247ctqvdk
6500,31.666,-104.191,5.741,2.3,tx,tx2024lfmg
6480,19.39366722,-155.2453308,0.349999994,2.08,hv,hv74267996
6460,31.668,-104.194,5.8435,2.3,tx,tx2024lflx
6440,19.47866631,-155.5713348,49.31999969,2.30999994,hv,hv74267991
6420,34.0563333,-118.1673333,11.48,1.87,ci,ci40617335
6400,31.662,-104.197,4.5257,1.5,tx,tx2024lflq
6380,63.0968,-151.3475,0,2,ak,ak0247ctaeu3
6360,31.8155,-116.1446667,2.8,1.81,ci,ci40617327
6340,31.667,-104.188,5.6384,2.5,tx,tx2024lflo
6320,58.1564,-145.2417,10,2.3,ak,ak0247ct9438
6300,61.4038,-150.2547,43.2,1.1,ak,ak0247ct8ubm
6280,44.31933333,-115.159,6.31,2.29,mb,mb90054338
6260,31.666,-104.201,4.1974,1.7,tx,tx2024lflh
6240,63.0979,-151.355,0,1.2,ak,ak0247ct7tbd
6220,63.0781,-151.546,0,1.7,ak,ak0247ct68wx
6200,51.91583333,179.5606667,9.88,0.45,av,av93155756
6180,33.8881667,-116.8696667,12.45,0.73,ci,ci40617311
6160,31.675,-104.188,4.1625,1.6,tx,tx2024lfko
6140,38.81933212,-122.8225021,2.230000019,0.67,nc,nc75017717
6120,29.7421,69.8792,10,4.2,us,us7000mr60
6100,59.8098,-153.2044,102.3,1.5,ak,ak0247cst87w
6080,38.81716537,-122.8268356,2.059999943,0.75,nc,nc75017712
6060,63.0575,-151.5181,0,1.1,ak,ak0247cssiqv
6040,38.82833481,-122.793335,6,0.61,nc,nc75017707
6020,63.1117,-151.3478,0,1.5,ak,ak0247csrp4b
6000,63.1265,-151.5454,0.1,2.5,ak,ak0247csqhw5
5980,40.6504,-74.7395,9.346,1.4,us,us7000mr9j
5960,35.0901667,-119.198,18.15,0.95,ci,ci40617295
5940,63.092,-151.5194,0,1.8,ak,ak0247csp7lk
5920,63.1052,-151.3608,0,1.3,ak,ak0247csm6me
5900,38.80983353,-122.8201675,2.650000095,1.03,nc,nc75017697
5880,38.82333374,-122.80867,2.99000001,0.83,nc,nc75017692
5860,63.051,-151.5196,0,1.4,ak,ak0247cskp4x
5840,33.9626667,-118.2205,15.74,1.35,ci,ci40617279
5820,1.459,127.1982,152.389,4.5,us,us7000mr5u
5800,33.6648333,-117.0248333,10.83,1,ci,ci40617271
5780,63.0805,-151.3578,0,1.4,ak,ak0247cs9hk7
5760,63.0978,-151.7283,0.9,1.9,ak,ak0247cs8p5v
5740,63.0941,-151.3447,0,1.4,ak,ak0247cs8le5
5720,38.84583282,-122.8181686,1.360000014,1.5,nc,nc75017682
5700,63.0867,-151.3535,0,1.3,ak,ak0247cs7ml0
5680,63.0842,-151.4748,6.7,1.9,ak,ak0247cs6gkl
5660,63.0857,-151.3557,0,1.6,ak,ak0247cs68gj
5640,63.0554,-151.5302,2.6,2.1,ak,ak0247cs57kz
5620,63.0976,-151.5469,0,1.9,ak,ak0247cs51hq
5600,63.0983,-151.366,0,1.4,ak,ak0247cs4q7l
5580,59.7134,-152.6546,88.3,1.7,ak,ak0247cs4bu2
5560,33.6661667,-117.019,9.6,0.63,ci,ci40617263
5540,63.1024,-151.347,0.8,1.8,ak,ak0247cs3gn9
5520,19.38199997,-155.2313385,1.940000057,1.81,hv,hv74267766
5500,63.0971,-151.3786,11.2,1.4,ak,ak0247cs2wb8
5480,63.1012,-151.4447,4.6,1.1,ak,ak0247cs2tjn
5460,63.0977,-151.3414,0.1,1.7,ak,ak0247cs2dcz
5440,19.38599968,-155.2494965,0.479999989,1.73,hv,hv74267761
5420,33.665,-117.023,10.35,0.9,ci,ci40617255
5400,63.106,-151.4005,0,2.4,ak,ak0247cs1qve
5380,63.1091,-151.3685,2.6,2.9,ak,ak0247cs0x61
5360,63.0856,-151.4807,13.2,3.6,ak,ak0247cs0jz4
5340,36.6611,71.0574,194.414,4.1,us,us7000mr5h
5320,19.25200081,-155.3928375,31.46999931,1.75999999,hv,hv74267746
5300,46.19966667,-122.1888333,7.31,0.15,uw,uw62005152
5280,63.1442,-151.4857,14.5,4.4,ak,ak0247crzl8l
5260,46.19666667,-122.1836667,7.62,0.43,uw,uw62005147
5240,33.2296667,-116.6328333,16.8,0.59,ci,ci40617239
5220,38.82633209,-122.8564987,2.430000067,0.61,nc,nc75017677
5200,62.8127,-149.9065,62.7,1.6,ak,ak0247crn9ty
5180,60.4025,-143.0341,14.9,1.4,ak,ak0247crn8wc
5160,44.38216667,-110.3241667,8.65,1.65,uu,uu80071731
5140,61.0843,-150.7833,15.7,1.3,ak,ak0247crliqb
5120,31.588,-104.186,4.2576,1.6,tx,tx2024lfgf
5100,15.457,-94.1865,42.784,4.1,us,us7000mr57
5080,37.46666718,-118.6610031,9.640000343,1.49,nc,nc75017672
5060,61.5215,-149.9063,34,1.7,ak,ak0247crh9p0
5040,-19.5394,-69.429,101.669,4.8,us,us7000mr54
5020,36.14766667,-98.30716667,6.18,1.52,ok,ok2024lffn
5000,37.74516678,-122.1208344,8.390000343,1.9,nc,nc75017667
4980,51.99,179.4358333,9.62,1.09,av,av93155586
4960,53.8417,166.7279,10,4.3,us,us7000mr56
4940,44.72266667,-111.107,10.65,0.28,uu,uu80071721
4920,36.6715,-89.53833333,9.62,1.82,nm,nm60584791
4900,62.2479,-151.0014,74.6,1.1,ak,ak0247cre7ac
4880,33.7068333,-116.7828333,15.28,0.99,ci,ci40617231
4860,64.1052,-152.4584,0,1.5,ak,ak0247cr323b
4840,32.9131667,-116.2403333,5.71,1.52,ci,ci40617223
4820,61.5108,-149.9171,32.9,1.4,ak,ak0247cqzvvp
4800,61.3988,-146.7656,35,1.4,ak,ak0247cqy5gt
4780,62.2182,-148.3721,25.1,1.5,ak,ak0247cqxr8s
4760,46.20466667,-122.1841667,3.9,0.92,uw,uw62005132
4740,51.79916667,-178.7426667,7.68,0.42,av,av93155546
4720,62.3657,-152.4264,0.1,2,ak,ak0247cqv2mh
4700,31.629,-104.516,6.51,1.9,tx,tx2024lfdm
4680,19.38050079,-155.2330017,2.109999895,2.33,hv,hv74267526
4660,36.52483368,-121.0976639,8.109999657,1.46,nc,nc75017657
4640,44.46483333,-115.2003333,9.98,2.28,mb,mb90054318
4620,17.93883333,-66.97283333,11.64,1.73,pr,pr71451783
4600,64.6118,-149.7816,0,1.3,ak,ak0247cqc2wh
4580,19.18183327,-155.5053406,32.58000183,1.96000004,hv,hv74267446
4560,19.18366623,-155.5033264,32.24000168,2.13000011,hv,hv74267421
4540,37.0292,-116.215,4.7,0.4,nn,nn00878835
4520,38.79416656,-122.8085022,3.440000057,1.3,nc,nc75017647
4500,33.6248333,-116.7403333,16.08,0.88,ci,ci40617199
4480,60.6607,-147.3024,29.6,1.4,ak,ak0247cpr9jm
4460,44.76933333,-111.0171667,9.37,0.93,uu,uu80071671
4440,44.76883333,-111.017,9.68,1.26,uu,uu80071666
4420,59.7131,-153.5978,152.3,2.4,ak,ak0247cpoxv7
4400,40.14333333,-121.0936667,6.06,2.82,nc,nc75017642
4380,62.3792,-149.1998,0,1.3,ak,ak0247cpmqe4
4360,46.978,-121.8828333,11.11,1.77,uw,uw62005117
4340,19.39933395,-155.2881622,-0.079999998,1.74,hv,hv74267286
4320,38.84833145,-122.9660034,3.660000086,1.33,nc,nc75017632
4300,60.4297,-151.9809,30.2,1.5,ak,ak0247cp6w8q
4280,19.3845005,-155.2811737,-0.129999995,2.03999996,hv,hv74267111
4260,51.89283333,179.5713333,11.43,0.55,av,av93011099
4240,53.392,-168.178,2.99,0.22,av,av93155281
